village_code,village_name,population,households,children_0_6,sc_population,st_population,area_hectares,population_density,children_ratio,sc_ratio,st_ratio,chc,phc,sub_health_centre,allopathic_hospital,dispensary,treated_tap_water,hand_pump,tube_well,river_canal,pond_lake,closed_drainage,no_drainage,national_highway,state_highway,major_district_road,black_topped_road,all_weather_road,footpath,mobile_coverage,internet_csc,pds_shop,anganwadi,asha,subdistrict_hq_distance_km,district_hq_distance_km,nearest_town_distance_km
163197,Son Barsi,365,70,68,193,0,206.44,1.768068203836466,0.1863013698630137,0.5287671232876713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,46.0,46.0
163198,Silaudhi Khurd,4,1,0,0,0,174.78,0.022885913720105275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,1.0,1.0,1.0,24.0,52.0,52.0
163199,Silaudhi Kala,3683,593,707,906,0,664.54,5.542179552773347,0.1919630735813196,0.24599511267988053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,55.0,55.0
163200,Itava Kala,2981,443,650,699,0,712.33,4.184858141591678,0.21804763502180477,0.23448507212344852,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,30.0,55.0,55.0
163201,Mahuli Kala,1444,234,253,369,0,945.46,1.5272988809679944,0.17520775623268697,0.25554016620498615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,35.0,60.0,60.0
163202,Patai Dandi,1423,182,219,283,0,517.22,2.751247051544797,0.15390021082220662,0.1988756148981026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,54.0,54.0
163203,Isawta,2303,383,500,22,0,235.93,9.761369897851058,0.21710811984368214,0.009552757273122015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,53.0,53.0
163204,Bhagdeva,0,0,0,0,0,130.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,40.0,40.0
163205,Kohrar,5904,956,1179,814,0,1061.42,5.56235985754932,0.19969512195121952,0.13787262872628725,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,40.0,40.0
163206,Beri,719,125,128,245,111,37.39,19.22974057234555,0.1780250347705146,0.34075104311543813,0.15438108484005564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,40.0,40.0
163207,Mudpela,1254,202,212,204,0,417.09,3.006545349924477,0.16905901116427433,0.16267942583732056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,40.0,40.0
163208,Mamoli,2027,287,362,268,26,387.0,5.237726098191215,0.1785890478539714,0.1322150962012827,0.012826837691169216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,45.0,45.0
163209,Madaraha,1674,327,296,364,0,349.01,4.796424171227185,0.1768219832735962,0.2174432497013142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,50.0,50.0
163210,Bhatauti,5126,792,956,337,0,1244.68,4.118327602275284,0.18650019508388607,0.06574326960593055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
163211,Gadevara,1303,199,237,558,0,314.56,4.142293997965412,0.18188795088257867,0.42824251726784346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,40.0,40.0
163212,Hargarh,1760,254,297,668,0,685.52,2.5673940949935816,0.16875,0.3795454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,42.0,42.0
163213,Kharka Dabar,484,73,81,45,0,421.44,1.148443432042521,0.16735537190082644,0.09297520661157024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,40.0,40.0
163214,Hardihan,2516,414,514,1005,0,1041.76,2.4151436031331595,0.20429252782193957,0.3994435612082671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,44.0,44.0
163215,Gat,266,38,54,171,0,152.3,1.7465528562048587,0.20300751879699247,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,48.0,48.0
163216,Samada,0,0,0,0,0,30.54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,52.0,52.0
163217,Suraicha,567,69,101,188,0,199.37,2.8439584691779105,0.1781305114638448,0.3315696649029982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,22.0,50.0,50.0
163218,Tenduva Khurd,978,144,157,302,0,207.29,4.718027883641276,0.1605316973415133,0.30879345603271985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,48.0,48.0
163219,Badhava,2531,418,356,413,0,205.77,12.300140934052582,0.14065586724614776,0.16317661003555906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163220,Delaunha,2797,426,434,197,0,129.89,21.53360535838017,0.1551662495530926,0.07043260636396138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,41.0,41.0
163221,Pausiya Jamaniya,772,121,124,106,0,89.4,8.635346756152124,0.16062176165803108,0.13730569948186527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,39.0,39.0
163222,Panti,1568,276,205,456,0,36.13,43.39883753113756,0.13073979591836735,0.29081632653061223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,40.0,40.0
163223,Lakhanpur,1007,145,145,155,0,48.43,20.79289696469131,0.14399205561072492,0.15392254220456802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,41.0,41.0
163224,Viswanathpur,170,29,24,41,0,25.92,6.558641975308642,0.1411764705882353,0.2411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,40.0,40.0
163225,Bisahijan Kala,2237,335,336,637,0,145.87,15.335572770274903,0.15020116227089853,0.28475637013857846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,40.0,40.0
163226,Bihiyan Khurd,1619,273,285,228,0,121.19,13.359188051819457,0.17603458925262508,0.14082767140210006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,40.0,40.0
163227,Lotad,4265,757,708,940,0,255.3,16.705836271053663,0.16600234466588512,0.22039859320046892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,48.0,48.0
163228,Amora,1753,269,253,860,0,140.99,12.433505922405844,0.14432401597261837,0.4905875641756988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,40.0,40.0
163229,Gaura,700,101,97,0,0,66.42,10.538994278831677,0.13857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
163230,Pausiya Dube,1493,233,242,394,18,86.45,17.2700983227299,0.1620897521768252,0.2638981915606162,0.012056262558606833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,1.0,1.0,1.0,6.0,40.0,4.0
163231,Khara,1029,181,175,0,0,168.04,6.123542013806237,0.17006802721088435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,46.0,46.0
163232,Lutar,2434,342,437,429,0,186.32,13.06354658651782,0.17953985209531634,0.176253081347576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,6.0,40.0,40.0
163233,Barsaita,2598,398,503,161,0,333.57,7.788470186167821,0.19361046959199385,0.0619707467282525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,41.0,41.0
163234,Tendua Kalan,2247,343,420,1191,0,135.8,16.546391752577318,0.18691588785046728,0.5300400534045394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0
163235,Jarar,2633,426,448,850,0,193.14,13.632598115356737,0.1701481200151918,0.3228256741359666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,40.0,40.0
163236,Usaki,1418,220,210,941,0,30.14,47.04711347047113,0.14809590973201692,0.6636107193229901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,48.0,48.0
163237,Akhari Shahpur,2607,481,455,506,0,141.99,18.360447918867525,0.174530111238972,0.1940928270042194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,50.0,50.0
163238,Busaka,1143,156,192,148,0,76.9,14.863459037711312,0.1679790026246719,0.1294838145231846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,42.0,42.0
163239,Bhadevara,2001,404,359,898,0,131.77,15.18555058055703,0.1794102948525737,0.44877561219390305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,41.0,41.0
163240,Gosauvara Khurd,567,99,90,4,0,64.03,8.855224113696705,0.15873015873015872,0.007054673721340388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,41.0,41.0
163241,Chapartala Tappa Chaurasi,1235,207,193,578,0,106.28,11.620248400451636,0.1562753036437247,0.4680161943319838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,41.0,41.0
163242,Nevariya,6600,1000,1127,1676,0,799.76,8.252475742722817,0.17075757575757575,0.25393939393939396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,45.0,45.0
163243,Kunchi,684,104,125,5,49,69.69,9.814894532931554,0.1827485380116959,0.007309941520467836,0.07163742690058479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,54.0,54.0
163244,Jamua,1966,321,313,180,0,261.62,7.5147160003057865,0.15920651068158698,0.09155645981688708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,53.0,0.0
163245,Merara,2323,333,437,68,44,329.48,7.050503824207842,0.18811881188118812,0.02927249246663797,0.018941024537236333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,55.0,0.0
163246,Atari Amiliya,1860,298,324,84,0,220.51,8.434991610357807,0.17419354838709677,0.04516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,52.0,52.0
163247,Amkachha,277,40,42,0,0,57.89,4.784936949386768,0.15162454873646208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,53.0,53.0
163248,Kurki Kalan,2832,477,485,252,0,783.15,3.616165485539169,0.17125706214689265,0.08898305084745763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,55.0,55.0
163249,Kurki Khurd,28,4,3,0,0,63.28,0.44247787610619466,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,54.0,54.0
163250,Misrapur,645,94,100,141,0,91.18,7.073919719236674,0.15503875968992248,0.2186046511627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,55.0,0.0
163251,Kona,1980,279,288,501,0,184.63,10.724151004712127,0.14545454545454545,0.25303030303030305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,55.0,0.0
163252,Singhpur Kala,1495,230,229,113,0,231.13,6.468221347293731,0.1531772575250836,0.07558528428093646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
163253,Bhasundar Khurd,1253,200,220,251,93,111.61,11.226592599229459,0.17557861133280128,0.20031923383878691,0.0742218675179569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,45.0,0.0
163254,Bhasunder Kala,780,122,162,5,0,92.29,8.45161989381298,0.2076923076923077,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,45.0,0.0
163255,Bhasunder Mijhali,586,100,95,119,0,60.79,9.639743378845205,0.1621160409556314,0.2030716723549488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,45.0,0.0
163256,Sukath,957,146,160,86,0,180.48,5.302526595744681,0.1671891327063741,0.08986415882967608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,46.0,0.0
163257,Dharaval,1255,194,256,509,0,323.7,3.8770466481309858,0.20398406374501993,0.4055776892430279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
163258,Pura Lachchan,1215,188,189,394,0,92.08,13.195047784535188,0.15555555555555556,0.3242798353909465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,41.0,46.0,0.0
163259,Dari,2262,329,370,523,0,870.79,2.5976412223383365,0.16357206012378425,0.23121131741821396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,46.0,0.0
163260,Kardaha,568,70,112,70,0,93.82,6.054146237476019,0.19718309859154928,0.12323943661971831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45.0,14.0
163261,Tigja,1759,253,320,229,0,170.43,10.320952883881946,0.18192154633314384,0.13018760659465606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,45.0,13.0
163262,Khaur,1018,157,198,115,0,231.7,4.393612429866207,0.1944990176817289,0.11296660117878192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,44.0,44.0
163263,Sirkhiri,1037,152,141,82,0,129.52,8.006485484867202,0.1359691417550627,0.07907425265188042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,45.0,14.0
163264,Gadurahi,1631,215,262,505,0,208.14,7.836071874699722,0.16063764561618638,0.3096259963212753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,45.0,0.0
163265,Mejiya,650,95,103,91,0,66.35,9.796533534287867,0.15846153846153846,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,56.0,0.0
163266,Maraha,1202,141,215,426,0,102.39,11.739427678484226,0.1788685524126456,0.3544093178036606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,56.0,0.0
163267,Gaharpur Khurd,186,35,25,186,0,34.91,5.327986250358064,0.13440860215053763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,56.0,0.0
163268,Udhrenga,599,99,75,215,0,78.69,7.612148938874063,0.12520868113522537,0.3589315525876461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,56.0,0.0
163269,Gunai Gaharpur,2692,407,436,501,0,271.1,9.929915160457394,0.16196136701337296,0.1861069836552749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,0.0
163270,Meja Khas,7782,1222,1269,1421,41,1233.37,6.30954214874693,0.1630686198920586,0.18260087381135956,0.005268568491390388,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,45.0,14.0
163271,Narir,636,79,166,216,0,94.02,6.764518187619656,0.2610062893081761,0.33962264150943394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,48.0,13.0
163272,Rauuni,367,57,86,144,0,77.29,4.748350368741105,0.23433242506811988,0.3923705722070845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,48.0,14.0
163273,Shahpur Khurd,633,90,119,398,0,224.54,2.8190968201656723,0.18799368088467613,0.6287519747235387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,48.0,14.0
163274,Chak Uchehra,0,0,0,0,0,33.59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
163275,Bhaiya,1551,232,257,544,0,552.24,2.808561495002173,0.16569954867827208,0.35074145712443583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,40.0,15.0
163276,Chandhash,841,123,165,323,0,317.53,2.6485686391836993,0.1961950059453032,0.38406658739595717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,12.0,50.0,20.0
163277,Siki Khurd,705,77,132,158,0,173.87,4.054753551503997,0.18723404255319148,0.22411347517730495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163278,Dhauhan Chehra,108,18,13,0,0,163.9,0.6589383770591825,0.12037037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,50.0,14.0
163279,Bhoj Purva,1636,238,349,519,0,333.95,4.898936966611768,0.21332518337408313,0.31723716381418093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,12.0,45.0,12.0
163280,Pathara,1493,227,286,703,6,51.43,29.029749173634066,0.19156061620897522,0.4708640321500335,0.004018754186202277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
163281,Suhas,1669,255,326,388,1,53.66,31.103242638837123,0.19532654284002396,0.23247453565008988,0.0005991611743559018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,55.0,0.0
163282,Majhila,174,34,20,0,0,156.57,1.1113240084307339,0.11494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,57.0,0.0
163283,Fachkari,293,34,66,14,0,110.32,2.655910079767948,0.22525597269624573,0.04778156996587031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0,50.0,14.0
163284,Nevada,1446,244,266,535,0,381.09,3.7943792804849252,0.1839557399723375,0.3699861687413555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,48.0,13.0
163285,Jathara,448,75,63,178,0,144.46,3.101204485670774,0.140625,0.39732142857142855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,49.0,0.0
